"stock_code","description","gross_sales_value","units_sold"
"21400","RED PUDDING SPOON",128.63,881
"20826","SILVER APERITIF GLASS",128.4,276
"35638B","PINK/BLUE STRING CURTAIN",128.33,57
"90180A","BLACK+WHITE NECKLACE W TASSEL",127.24,17
"85130A","BEADED PEARL HEART WHITE LARGE",127.05,77
"79190D","RETRO PLASTIC DAISY TRAY",126.98,265
"22887","NUMBER TILE VINTAGE FONT 8",126.78,78
"23303","SET 4 PICNIC CUTLERY FONDANT",126.75,65
"23020","GLASS SONGBIRD STORAGE JAR",126.7,11
"85067","CREAM SWEETHEART WALL CABINET",126.65,7
"84846A","SCENTED CANDLE IN DIGITALIS TIN",126.04,56
"23578","SNACK TRAY RED GINGHAM",125.72,60
"84968a","SET OF 16 VINTAGE ROSE CUTLERY",125.33,5
"23065","LARGE JEWELLERY STAND",125,10
"22888","NUMBER TILE VINTAGE FONT 9",124.98,76
"85185B","PINK HORSE SOCK PUPPET KIT",123.9,42
"23477","WOODLAND LARGE BLUE FELT HEART",123.47,92
"37343","POLKADOT MUG PINK",123.3,72
"23454","SET OF 3 MINI HANGING PORTRAITS",123.2,32
"90058A","CRYSTAL STUD EARRINGS CLEAR DISPLAY",123.12,324
"23457","LARGE PARLOUR FRAME",122.85,27
"90195A","PURPLE GEMSTONE BRACELET",122.84,19
"90070","RUBY GLASS CLUSTER BRACELET",122.64,20
"85086A","CANDY SPOT HEART DECORATION",122.08,146
"90129B","TURQUOISE GLASS TASSLE BAG CHARM",121.38,57
"37333","RETRO ""TEA FOR ONE""",120.99,21
"20845","ZINC HEART LATTICE 2 WALL PLANTER",120.65,19
"21420","OYSTER TRINKET BOX",120.41,53
"90173","PAIR BUTTERFLY HAIR CLIPS",120.34,32
"90199C","5 STRAND GLASS NECKLACE CRYSTAL",120.29,19
"23467","VINTAGE ZINC PLANTER",120.08,32
"84800S","SMALL WHITE/PINK ROSE ART FLOWER",120.07,107
"23438","GIFT BAG LARGE SPOT",120,96
"35972","DAISY FOLKART HEART DECORATION",120,96
"90161A","ANT COPPER RED BOUDICCA BRACELET",119.91,24
"90124B","BLUE MURANO TWIST NECKLACE",119.89,12
"90003C","MIDNIGHT BLUE PAIR HEART HAIR SLIDE",119.84,32
"23209","LUNCH BAG VINTAGE DOILEY",119.63,71
"90122C","TURQUOISE CRYSTAL+GLASS BRACELET",119.23,24
"10080","GROOVY CACTUS INFLATABLE",119.09,303
"84709B","PINK OVAL JEWELLED MIRROR",119,20
"23359","SET OF 12 T-LIGHTS VINTAGE DOILEY",118.95,61
"23280","FOLDING MIRROR HOT PINK",118.92,156
"85114b","IVORY ENCHANTED FOREST PLACEMAT",118.86,36
"21095","SET/6 POSIES PAPER PLATES",118.73,125
"84507B","STRIPES DESIGN MONKEY DOLL",118.73,39
"84569B","PACK 3 FIRE ENGINE/CAR PATCHES",118.4,85
"84228","HEN HOUSE W CHICK STANDING",118.21,283
"21032","SPACE CADET WHITE",117.78,97
"90184A","AMBER CHUNKY BEAD BRACELET W STRAP",117.73,13
"90183A","AMBER DROP EARRINGS W LONG BEADS",117.24,40
"23244","STORAGE TIN VINTAGE LEAF",117,60
"84741C","CITRUS GARLAND FELT FLOWERS",117,60
"72780","BLACK SILOUETTE CANDLE PLATE",116.45,137
"51020A","SUMMER FUN DESIGN SHOWER CAP",116.33,325
"72812","LARGE ZINC GLASS CANDLEHOLDER",116.06,34
"84809A","WHITE CHRYSANTHEMUMS ART FLOWER",115.5,55
"16052","TEATIME PUSH DOWN RUBBER",115.3,479
"23185","FRENCH STYLE STORAGE JAR JAM",114.85,317
"23151","ZINC SWEETHEART SOAP DISH",114.33,61
"23535","WALL ART BICYCLE SAFTEY",114.15,21
"90130B","TURQ STONE/CRYSTAL EARRINGS",113.97,39
"47518F","ICON PLACEMAT POP ART ELVIS",113.64,827
"72801D","4 SKY BLUE DINNER CANDLES",113.21,75
"20795","LARGE BLUE PROVENCAL CERAMIC BALL",113.05,49
"84457","SET/3 RABBITS FLOWER SKIPPPING ROPE",112.56,126
"90003D","CRYSTAL PAIR HEART HAIR SLIDES",112.26,30
"90096","NECKLACE+BRACELET SET BLUE BLOSSOM",112.21,45
"21678","PAISLEY PATTERN  STICKERS",111.86,125
"21814","HEART T-LIGHT HOLDER",111.77,74
"90214A","LETTER ""A"" BLING KEY RING",111.66,130
"90036E","FLOWER GLASS GARLD NECKL36""AMETHYST",110.95,14
"47503H","ASS FLORAL PRINT SPIRIT LEVEL",110.86,100
"90185C","BLACK DIAMANTE EXPANDABLE RING",110.09,26
"90125D","PURPLE BERTIE GLASS BEAD BAG CHARM",110.03,95
"20731","POSY CANDY BAG",109.96,92
"85167B","BLACK GRAND BAROQUE PHOTO FRAME",109.94,50
"84925F","PSYCHEDELIC WALL THERMOMETER",109.93,79
"90124C","GREEN MURANO TWIST NECKLACE",109.54,11
"85096","HILDA CANDY SPOT RABBIT",109.23,25
"20894","HANGING BAUBLE T-LIGHT HOLDER LARGE",108.71,33
"23041","PAPER LANTERN 6 POINT SNOW STAR",107.9,26
"21372","MIRRORED WALL ART TABLE LAMP",107.75,75
"35916C","PINK FELT HANGING HEART W FLOWER",107.72,106
"17090A","LAVENDER INCENSE 40 CONES IN TIN",107.45,109
"85129C","BEADED CRYSTAL HEART BLUE SMALL",107.31,80
"23626","SET 10 CARDS DINKY TREE 17076",107.07,43
"23455","SMALL PARLOUR FRAME",106.98,42
"90125A","PINK BERTIE GLASS BEAD BAG CHARM",106.24,115
"35819B","ACRYLIC HANGING JEWEL,BLUE",106.05,268
"20657","TROPICAL LUGGAGE TAG",105.91,73
"35818P","ACRYLIC JEWEL ICICLE, PINK",105.83,263
"20898","VINTAGE NOTEBOOK TRAVELOGUE",105.73,38
"90016A","SILVER/M.O.P PENDANT ORBIT NECKLACE",105.71,17
"85040a","S/4 PINK FLOWER CANDLES IN BOWL",105.28,32
"21904","HOUSE WRECKING METAL SIGN",105,50
"22039","BOTANICAL LILY GIFT WRAP",105,250
"23574","PACKING CHARGE",105,14
"35920","FOUR RABBIT EASTER DECORATIONS",104.84,72
"84661C","PINK SQUARE TABLE CLOCK",104.84,71
"84461","12 PINK HEN+CHICKS IN BASKET",104.55,41
"90122A","PINK CRYSTAL+GLASS BRACELET",104.53,21
"17084P","DRAGONS BLOOD INCENSE",104.44,423
"20796","SMALL BLUE PROVENCAL CERAMIC BALL",103.94,62
"79144B","PAINTED LIGHTBULB STAR+ MOON",103.23,180
"90032","IVORY SHELL HEART NECKLACE",103.13,21
"22879","NUMBER TILE VINTAGE FONT 0",102.46,70
"90063A","WHITE VINT ART DECO CRYSTAL NECKLAC",102,12
"90196A","PURPLE GEMSTONE NECKLACE 45CM",102,8
"90148","LONG SILVER NECKLACE PASTEL FLOWER",101.73,8
"21109","LARGE CAKE TOWEL, CHOCOLATE SPOTS",101.53,11
"20701","PINK CAT FLORAL CUSHION COVER",100.97,25
"35637C","PINK STRING CURTAIN WITH POLE",100.86,30
"16033","MINI HIGHLIGHTER PENS",100.8,840
"35911B","PINK/FLOWER RABBIT EGG WARMER",100.76,119
"gift_0001_40","Dotcomgiftshop Gift Voucher £40.00",100.7,3
"21370","MIRRORED WALL ART FOXY",100.66,16
"84247E","PACK/12 XMAS FUN CARD",100.3,34
"90010B","BLACK/WHITE GLASS/SILVER BRACELET",100.09,11
"23611","SET 10 CARDS RED RIDING HOOD 17214",99.6,40
"90081C","LILY BROOCH OLIVE COLOUR",99.6,20
"23464","VINTAGE ZINC WATERING CAN SMALL",99.2,18
"23465","TUSCAN VILLA FEEDING STATION",99,12
"23466","TUSCAN VILLA DOVECOTE",99,12
"23191","BUNDLE OF 3 RETRO EXERCISE BOOKS",99,60
"17091A","LAVENDER INCENSE IN TIN",98.91,171
"84510c","SET OF 4 POLKADOT COASTERS",98.7,40
"84898F","YELLOW FLOWERS FELT HANDBAG KIT",98.63,46
"79144C","PAINTED LIGHTBULB RAINBOW DESIGN",98.12,152
"90101","WHITE FRANGIPANI NECKLACE",98.07,39
"84723","CHERRY BLOSSOM CANVAS ART PICTURE",97.95,41
"47369B","BLUE GREEN EMBROIDERY COSMETIC BAG",97.13,35
"90185B","AMETHYST DIAMANTE EXPANDABLE RING",97.02,23
"84806A","PINK CANDYSTUFT ARTIFICIAL FLOWER",96.89,137
"90204","PAIR OF ENAMEL BUTTERFLY HAIRCLIP",96.86,29
"84801A","PINK HYDRANGEA ART FLOWER",96.6,46
"90019B","GOLD M.O.P ORBIT BRACELET",96.52,18
"72801c","4 ROSE PINK DINNER CANDLES",95.94,39
"21722","SWEET PUDDING STICKER SHEET",95.53,98
"90174","BUTTERFLY HAIR BAND",95.42,38
"21777","RECIPE BOX WITH METAL HEART",95.4,12
"90036D","FLOWER GLASS GARLAND NECKL.36""BLACK",95.35,12
"90146","FINE SILVER NECKLACE W PASTEL FLOWE",95.35,17
"90178A","AMBER CHUNKY GLASS+BEAD NECKLACE",95.25,8
"20653","CHERRY BLOSSOM LUGGAGE TAG",95.18,73
"84527","FLAMES SUNGLASSES PINK LENSES",95.1,52
"84666","SQUARE CHERRY BLOSSOM CABINET",94.8,24
"90133","TEAL/FUSCHIA COL BEAD NECKLACE",94.43,19
"20622","VIP PASSPORT COVER",94.04,43
"23402","HOME SWEEET HOME 3 PEG HANGER",93.75,25
"47369A","PINK GREEN EMBROIDERY COSMETIC BAG",93.19,33
"20773","BLUE PAISLEY NOTEBOOK",92.4,56
"82613A","METAL SIGN,CUPCAKE SINGLE HOOK",92.38,71
"90018B","GOLD M.O.P ORBIT DROP EARRINGS",92.28,22
"35933","PINK STOCKING CHRISTMAS DECORATION",92.21,226
"85132a","CHARLIE + LOLA BISCUITS TINS",92.2,8
"82615","PINK MARSHMALLOW SCARF KNITTING KIT",91.8,36
"90030C","BROWN KUKUI COCONUT SEED NECKLACE",91.7,77
"90175B","PINK GLASS CHUNKY CHARM BRACELET",91.68,10
"23075","DOUBLE CERAMIC PARLOUR HOOK",91.3,22
"20662","FIRST CLASS HOLIDAY PURSE",90.42,31
"85230F","JASMINE VOTIVE CANDLE",90.34,338
"90163A","PINK ROSEBUD & PEARL NECKLACE",90.32,12
"90022","EDWARDIAN DROP EARRINGS JET BLACK",90.2,24
"72051S","BAG OF SILVER STONES",89.53,130
"35400","WOODEN BOX ADVENT CALENDAR",89.5,10
"20892","SET/3 TALL GLASS CANDLE HOLDER PINK",89.22,4
"90123A","PINK HEART OF GLASS BRACELET",89.12,15
"35833P","4 PINK FLOCK CHRISTMAS BALLS",88.47,49
"84984A","GREEN PEONY CUSHION COVER",88.35,19
"84306","S/3 PINK SQUARE PLANTERS ROSES",88.22,10
"90166","PINK & WHITE ROSEBUD RING",88.04,21
"90129F","RED GLASS TASSLE BAG CHARM",88.03,40
"84989a","75 GREEN FAIRY CAKE CASES",87.51,42
"20869","GOLD FABRIC MIRROR",86.76,180
"21038","SET/4 MODERN VINTAGE COTTON NAPKINS",86.75,77
"23614","SET 10 CARDS 12 DAYS WRAP  17058",86.58,26
"90003E","GREEN PAIR HEART HAIR SLIDES",86.11,23
"84531B","BLUE KNITTED EGG COSY",85.61,155
"79403","FROSTED WHITE BASE",85.52,95
"75172","PAINTED SEA SHELL METAL WINDCHIME",85.31,93
"20901","VINTAGE KEEPSAKE BOX PINK FLOWER",85.13,19
"79051A","SMOKEY GREY COLOUR GLASS",84.76,236
"20821","GOLDIE LOOKING MIRROR",84.15,17
"23456","MEDIUM PARLOUR FRAME",84.1,22
"79030D","TUMBLER, BAROQUE",84.04,56
"16169K","WRAP FOLK ART",84,200
"20941","FROG CANDLE",83.78,64
"90072","RUBY DROP CHANDELIER EARRINGS",83.42,21
"22016","Dotcomgiftshop Gift Voucher £100.00",83.33,1
"90123C","GREEN HEART OF GLASS BRACELET",83.29,14
"23442","12 HANGING EGGS HAND PAINTED",83.2,40
"90129A","PINK GLASS TASSLE BAG CHARM",82.98,45
"84881","BLUE WIRE SPIRAL CANDLE HOLDER",82.57,12
"21690","SILVER  CANDLEPOT JARDIN",82.5,22
"35638A","PINK AND BLACK STRING CURTAIN",82.1,38
"35968","FOLK ART METAL HEART T-LIGHT HOLDER",82.1,163
"16049","TEATIME GEL PENS ASST",82.08,504
"90108","BLUE BLOSSOM HAIR CLIP",81.96,70
"20664","TROPICAL HOLIDAY PURSE",81.66,32
"71496A","A4 WALL TIDY BLUE OFFICE",80.96,127
"21226","POCKET MIRROR WOODLAND",80.55,93
"90175C","BLUE GLASS CHUNKY CHARM BRACELET",80.55,9
"84249A","GREETING CARD,SQUARE, DOUGHNUTS",80.46,174
"84927E","FLOWERS TILE HOOK",80.16,59
"23370","SET 36 COLOUR PENCILS DOILEY",80,64
"90129C","GREEN GLASS TASSLE BAG CHARM",79.76,35
"90124A","PINK MURANO TWIST NECKLACE",79.66,8
"90162B","ANT SILVER LIME GREEN BOUDICCA RING",79.65,27
"84984B","RED PEONY CUSHION COVER",79.05,17
"21278","VINTAGE KITCHEN PRINT PUDDINGS",79.05,31
"72811","SMALL ZINC/GLASS CANDLEHOLDER",78.93,53
"90039D","FIRE POLISHED GLASS BRACELET GREEN",78.69,21
"84906","PINK B'FLY C/COVER W BOBBLES",78.17,12
"37479B","CUBIC MUG FLOCK BLUE ON BROWN",78.09,131
"90000A","RASPBERRY ANT COPPER FLOWER NECKLAC",77.91,13
"90086","CRYSTAL FROG PHONE CHARM",77.79,102
"23497","CLASSIC CROME BICYCLE BELL",77.4,60
"90129E","PURPLE GLASS TASSLE BAG CHARM",77.04,42
"20980","36 PENCILS TUBE POSY",76.91,79
"84531A","PINK KNITTED EGG COSY",76.69,147
"46000P","POLYESTER FILLER PAD 65CMx65CM",76.5,18
"84840","SWEETHEART CARRY-ALL BASKET",76.44,6
"90099","NECKLACE+BRACELET SET BLUE HIBISCUS",76.38,27
"90063B","BLACK VINT ART DEC CRYSTAL NECKLACE",76.32,9
"90177C","DROP DIAMANTE EARRINGS CRYSTAL",76.23,26
"16207B","PINK HEART RED HANDBAG",76.14,29
"20798","CLEAR MILKSHAKE GLASS",75.6,36
"22416","SET OF 36 SPACEBOY PAPER DOILIES",75.42,51
"21946","PARTY TIME DESIGN FLANNEL",75.35,86
"21413","PERIWINKLE T-LIGHT HOLDER",75.02,48
"23061","VINTAGE ENGRAVED HEART",75,60
"84847","FLORAL BATHROOM SET",75,20
"gift_0001_10","Dotcomgiftshop Gift Voucher £10.00",74.97,9
"84968d","SET OF 16 VINTAGE RED CUTLERY",74.88,3
"23044","PAPER LANTERN 9 POINT HOLLY STAR 23",74.7,18
"23068","ALUMINIUM HEART",74.7,30
"84251G","GREETING CARD, OVERCROWDED POOL.",74.7,270
"90118","PINK DAISY BAG CHARM",74.64,30
"85132b","CHARLIE AND LOLA TABLE TINS",74.61,9
"85198","ASSORTED FARMYARD ANIMALS IN BUCKET",74.58,90
"21087","SET/6 POSIES PAPER CUPS",74.57,141
"90059A","DIAMANTE HAIR GRIP PACK/2 CRYSTAL",74.53,45
"22285","DECORATION HEN ON NEST, HANGING",74.43,42
"90081A","LILY BROOCH AMETHYST COLOUR",74.25,15
"90098","NECKLACE+BRACELET PINK BUTTERFLY",73.95,29
"90177D","DROP DIAMANTE EARRINGS PURPLE",73.53,25
"90214C","LETTER ""C"" BLING KEY RING",72.77,91
"90103","PURPLE FRANGIPANI NECKLACE",72.66,29
"84231","EASTER BUNNY WITH BASKET ON BACK",72.63,108
"20960","WATERMELON BATH SPONGE",72.49,29
"90030A","SPOTTED WHITE NATURAL SEED NECKLACE",72,72
"85197","SET OF 12 MINI BUNNIES IN A BUCKET",71.4,34
"90036C","FLOWER GLASS GARLAND NECKL.36""BLUE",71.4,9
"22950","SET OF 36 VINTAGE CHRISTMAS DOILIES",71.27,38
"17014A","ORIGAMI VANILLA INCENSE CONES",71.19,155
"23413","DECROTIVEVINTAGE COFFEE GRINDER BOX",71.08,12
"20933","YELLOW POT PLANT CANDLE",71.05,23
"90214S","LETTER ""S"" BLING KEY RING",71,94
"90211A","DIAMOND LAS VEGAS NECKLACE 45CM",70.97,12
"47589","CONGRATULATIONS BUNTING",70.85,13
"84251B","GREETING CARD, STICKY GORDON",70.78,245
"51020B","STRIPY DESIGN SHOWER CAP",70.57,197
"84927A","WAKE UP COCKEREL TILE HOOK",70.45,50
"85026B","EAU DE NILE JEWELLED T-LIGHT HOLDER",70.27,79
"90051","CRACKED GLAZE NECKLACE RED",70.16,10
"16161G","WRAP BAD HAIR DAY",70,700
"16020C","CLEAR STATIONERY BOX SET",69.9,84
"90125C","TURQUOISE BERTIE GLASS BEAD CHARM",69.85,77
"46126A","ELVIS WALLHANGING / CURTAIN",69.84,52
"22949","SET OF 36 DOLLY GIRL PAPER DOILIES",69.66,45
"90199A","5 STRAND GLASS NECKLACE BLACK",69.63,11
"84549","CROCHET WHITE RABBIT KEYRING",69.38,38
"81952V","ROUND PURPLE CLOCK WITH SUCKER",69.35,365
"90019C","SILVER BLACK ORBIT BRACELET",68.73,13
"85188B","PINK METAL SWINGING BUNNY",68.7,78
"90151","SILVER/NATURAL SHELL NECKLACE",68,8
"22597","CHRISTMAS MUSICAL ZINC HEART",67.9,58
"90194","SILVER LARIAT BLACK STONE EARRINGS",67.87,16
"90000B","MIDNIGHT BLUE COPPER FLOWER NECKLAC",67.83,11
"90155","RESIN NECKLACE W PASTEL BEADS",67.62,9
"84874B","BLUE TRAVEL FIRST AID KIT",67.51,41
"82011A","BATHROOM SCALES, TROPICAL BEACH",67.5,18
"85049B","LUSH GREENS RIBBONS",67.5,54
"35916A","YELLOW FELT HANGING HEART W FLOWER",67.39,87
"90144","SILVER DROP EARRINGS WITH FLOWER",67.36,18
"90024B","NEW BAROQUE B'FLY NECKLACE RED",67.28,8
"90040B","MURANO STYLE GLASS BRACELET BLACK",66.7,18
"35819P","ACRYLIC HANGING JEWEL,PINK",66.55,95
"84686","BEACH HUT MIRROR",66.39,49
"17011F","ORIGAMI SANDLEWOOD INCENSE+FLOWER",66.36,81
"37444A","YELLOW BREAKFAST CUP AND SAUCER",66.35,53
"72807a","SET/3 ROSE CANDLE IN JEWELLED BOX",66.32,8
"20663","QUEEN OF THE SKIES HOLIDAY PURSE",66.26,25
"85008","SET OF 3 CONEY ISLAND OVAL BOXES",66.12,13
"20835","FRENCH LATTICE CUSHION COVER",65.8,67
"90214L","LETTER ""L"" BLING KEY RING",65.04,94
"84247K","FOLK ART GREETING CARD,pack/12",64.9,22
"84247N","PACK/12 BLUE FOLKART CARDS",64.9,22
"84859B","BLUE DISCO HANDBAG",64.81,31
"90186B","CRYSTAL HOOP EARRING FLORAL LEAF",64.58,22
"23235","BISCUIT TIN VINTAGE LEAF",64.56,24
"90202D","PINK ENAMEL FLOWER HAIR TIE",64.46,22
"90202A","PURPLE ENAMEL FLOWER HAIR TIE",64.28,22
"21031","SPACE CADET BLACK",64.24,52
"90036F","FLOWER GLASS GARLD NECKL36""TURQUOIS",64.08,8
"90181A","AMBER GLASS/SHELL/PEARL NECKLACE",64.04,7
"23253","16 PC CUTLERY SET PANTRY DESIGN",63.8,4
"21692","SILVER LATTICE VANILLA CANDLE POT",63.75,17
"84875D","BLUE SQUARE COMPACT MIRROR",63.75,51
"84673A","PINK FLY SWAT",63.72,92
"72133","COLUMBIAN CANDLE RECTANGLE",63.51,45
"90196B","BLACK GEMSTONE NECKLACE 45CM",63.48,5
"35815P","ACRYLIC JEWEL SNOWFLAKE, PINK",63.28,162
"62094B","TURQ ICE CREAM BUM BAG",63.21,19
"90141A","GREEN PENDANT TRIPLE SHELL NECKLACE",63.11,12
"S","SAMPLES",63.05,2
"22145","CHRISTMAS CRAFT HEART STOCKING",63,30
"84452","METAL RABBIT LADDER EASTER",62.9,74
"17012E","ORIGAMI OPIUM INCENSE/CANDLE SET",62.64,44
"22407","MONEY BOX FIRST ADE DESIGN",62.5,50
"40046A","RED DAISY PAPER LAMPSHADE",62.5,50
"84760S","SMALL HANGING GLASS+ZINC LANTERN",62.35,43
"72351a","SET/6 TURQUOISE BUTTERFLY T-LIGHTS",62.27,15
"85160B","BLACK BIRD GARDEN DESIGN MUG",62.24,106
"84247L","FAWN AND MUSHROOM GREETING CARD",62.06,128
"20848","ZINC HEART LATTICE CHARGER SMALL",61.95,21
"90210B","CLEAR ACRYLIC FACETED BANGLE",61.56,41
"90087","CRYSTAL SEA HORSE PHONE CHARM",61.46,107
"16151A","FLOWERS HANDBAG blue and orange",61.25,49
"23541","WALL ART ,PUDDINGS",61.2,8
"90183B","AMETHYST DROP EARRINGS W LONG BEADS",61.08,21
"71495B","CD WALL TIDY RED FLOWERS",61.05,163
"21655","HANGING RIDGE GLASS T-LIGHT HOLDER",60.84,36
"90214K","LETTER ""K"" BLING KEY RING",60.7,78
"84984D","ORIENTAL RED CUSHION COVER",60.45,13
"84805A","CREAM CLIMBING HYDRANGA ART FLOWER",60,32
"90031","BILI NUT AND WOOD NECKLACE",59.89,50
"90206A","GOLD DIAMANTE STAR BROOCH",59.8,12
"22847","BREAD BIN, DINER STYLE, IVORY",59.8,4
"22849","BREAD BIN, DINER STYLE, MINT",59.8,4
"23629","SET 10 CARDS DRESSING UP 17077",59.76,24
"84985A","SET OF 72 GREEN PAPER DOILIES",59.45,41
"23537","I LOVE LONDON WALL ART",59.4,12
"21910","WAY OUT METAL SIGN",59.4,36
"23325","RUSTIC STRAWBERRY JAMPOT SMALL",59.4,36
"79071B","ENGLISH ROSE METAL WASTE BIN",59,20
"90202C","GREEN ENAMEL FLOWER HAIR TIE",58.71,20
"20760","GARDEN PATH POCKET BOOK",58.65,69
"84798A","PINK FOXGLOVE ARTIIFCIAL FLOWER",58.65,23
"72134","COLUMBIAN  CUBE CANDLE",58.62,105
"90190C","SILVER/AMETHYST DROP EARRINGS LEAF",58.43,20
"84877A","PINK ROUND COMPACT MIRROR",58.16,40
"90082D","DIAMANTE BOW BROOCH BLACK COLOUR",58.03,9
"72802a","ROSE SCENT CANDLE IN JEWELLED BOX",58.03,7
"71406C","BLACK ORANGE SQUEEZER",57.96,138
"90210A","GREY ACRYLIC FACETED BANGLE",57.55,34
"84466","TOP SECRET PEN SET",57.5,46
"84597C","RETRO PINK BALL ASHTRAY",57.5,46
"72801G","4 BURGUNDY WINE DINNER CANDLES",57.46,45
"85006","SET 4 NURSERY DES ROUND BOXES",57.25,55
"90214J","LETTER ""J"" BLING KEY RING",57.21,71
"21460","GREEN EASTER EGG HUNT START POST",56.78,28
"90199B","5 STRAND GLASS NECKLACE AMETHYST",56.59,9
"44236","PINK/PURPLE CIRCLE CURTAIN",56.52,52
"90003B","ROSE COLOUR PAIR HEART HAIR SLIDES",56.31,15
"47341B","BLUE TABLE RUN FLOWER",56.25,45
"90038A","GLASS AND PAINTED BEADS BRACELET TO",56.15,15
"90050","CRACKED GLAZE NECKLACE IVORY",55.72,8
"84679","CLASSICAL ROSE TABLE LAMP",55.7,6
"16046","TEATIME PEN CASE & PENS",55.25,65
"90023","FILIGREE DIAMANTE EARRINGS",55.02,13
"84750B","BLACK SMALL GLASS CAKE STAND",54.99,61
"90014A","SILVER M.O.P. ORBIT NECKLACE",54.8,11
"90071","RUBY GLASS CLUSTER EARRINGS",54.62,44
"72132","COLUMBIAN CUBE CANDLE",54.6,28
"21336","GOLD WASHBAG",54.57,27
"90040C","MURANO STYLE GLASS BRACELET GOLD",54.42,15
"20759","CHRYSANTHEMUM POCKET BOOK",54.4,64
"90040A","MURANO STYLE GLASS BRACELET RED",54.29,14
"20793","BLUE TILED TRAY",54,8
"79323B","BLACK CHERRY LIGHTS",54,8
"23389","SPACEBOY MINI RUCKSACK",53.95,13
"84251C","GREETING CARD, TWO SISTERS.",53.88,127
"90012A","MIDNIGHT BLUE DROP CRYSTAL NECKLACE",53.76,11
"90035A","PEARL & SHELL 42""NECKL. GREEN",53.62,5
"20851","ZINC HEART LATTICE TRAY OVAL",53.55,9
"20756","GREEN FERN POCKET BOOK",53.55,63
"47586A","PINK FAIRY CAKE CUSHION COVER",53.55,21
"90123B","TURQUOISE HEART OF GLASS BRACELET",53.42,9
"90211B","JET BLACK LAS VEGAS NECKLACE 45CM",53.26,9
"90214E","LETTER ""E"" BLING KEY RING",53.2,72
"20857","BLUE ROSE PATCH PURSE PINK BUTTERFL",52.8,32
"90163B","WHITE ROSEBUD & PEARL NECKLACE",52.72,7
"90168","2 DAISIES HAIR COMB",52.56,18
"84805B","BLUE CLIMBING HYDRANGA ART FLOWER",52.5,38
"84842","HELLO SAILOR BATHROOM SET",52.5,14
"90176D","DIAMANTE NECKLACE PURPLE",52.5,7
"90138","WHITE/PINK MINI CRYSTALS NECKLACE",52.42,10
"90141C","TURQ PENDANT TRIPLE SHELL NECKLACE",52.31,10
"35265","COLOURFUL FLOWER FRUIT BOWL",52.2,17
"23035","DOORKNOB CERAMIC IVORY",52.2,36
"23196","RETO LEAVES MAGNETIC SHOPPING LIST",52.2,36
"84927D","LA PALMIERA TILE HOOK",51.86,47
"85028S","FRENCH CHATEAU SMALL FRUITBOWL",51.6,24
"90205A","LARGE MINT DIAMANTE HAIRSLIDE",51.51,31
"84597B","RETRO BROWN BALL ASHTRAY",51.25,41
"20910","VINTAGE PHOTO ALBUM PARIS DAYS",50.8,8
"84534B","FAIRY CAKE NOTEBOOK A5 SIZE",50.72,53
"35916B","BLUE FELT HANGING HEART WITH FLOWER",50.57,75
"17007B","S/3 POT POURI CUSHIONS BLUE COLOURS",50.4,24
"90018C","SILVER BLACK ORBIT DROP EARRINGS",50.4,12
"47348A","FUSCHIA VOILE POINTY SHOE DEC",50.31,97
"44242B","PINK FEATHERS CURTAIN",50.28,52
"90214D","LETTER ""D"" BLING KEY RING",49.9,68
"90214M","LETTER ""M"" BLING KEY RING",49.82,60
"90180B","PURPLE AMETHYST NECKLACE W TASSEL",49.81,5
"23603","SET 10 CARD KRAFT REINDEER 17084",49.8,20
"23197","VEGETABLE MAGNETIC  SHOPPING LIST",49.8,36
"90079","VINTAGE ENAMEL & CRYSTAL NECKLACE",49.76,10
"20667","CHERRY BLOSSOM PURSE",49.69,20
"90202B","WHITE ENAMEL FLOWER HAIR TIE",49.65,17
"90142D","MOP PENDANT SHELL NECKLACE",49.64,10
"90157","RIVIERA NECKLACE",49.59,10
"23015","CORDIAL JUG",49.5,6
"21089","SET/6 GREEN SPRING PAPER CUPS",48.99,233
"90038B","GLASS AND PAINTED BEADS BRACELET OL",48.77,13
"84497","BUTTONS AND STRIPES NOTEBOOK",48.75,13
"90002D","FLOWER BURST SILVER RING CRYSTAL",48.71,13
"20697","LITTLE GREEN MONSTER SOFT TOY",48.45,19
"21720","CAKE SHOP  STICKER SHEET",48.45,57
"DCGS0076","SUNJAR LED NIGHT NIGHT LIGHT",48.39,3
"84559a","3D SHEET OF DOG STICKERS",48.38,29
"84510E","SET OF 4 GREEN CAROUSEL COASTERS",48.29,34
"90205C","LARGE CRYSTAL DIAMANTE HAIRSLIDE",48.21,29
"84402B","PURPLE DRESS JEWELLERY STAND",48.19,61
"90125B","AQUA BERTIE GLASS BEAD BAG CHARM",48.06,30
"21816","CHRISTMAS TREE T-LIGHT HOLDER",47.85,33
"90169","DAISY HAIR COMB",47.84,19
"90036A","FLOWER GARLAND NECKLACE RED",47.7,6
"23539","WALL ART , LOVES' SECRET",47.6,8
"90165B","WHITE ROSEBUD  PEARL EARRINGS",47.43,19
"17084J","LOVE POTION MASALA INCENSE",47.25,225
"90065A","WHITE VINTAGE CRYSTAL BRACELET",47.25,7
"84086B","YELLOW/BLUE RETRO RADIO",47.2,16
"84706F","RED PEONY TABLE CLOCK",47.2,16
"84715","SET OF 6 ICE CREAM SKITTLES",47.2,16
"84750A","PINK SMALL GLASS CAKE STAND",46.8,24
